"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_PE-13","Regulatory Compliance","Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled","Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-13(1)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Implement a penetration testing methodology,Implement physical security for offices, working areas, and secure areas,Run simulation attacks","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","c2eabc28-1e5c-78a2-a712-7cc176c44c07,05ec66a2-137c-14b8-8e75-3d7a2bef07f8,a8f9c283-9a66-3eb3-9e10-bdba95b85884"
"NIST_SP_800-53_R5_PE-13(2)","Regulatory Compliance","Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled","Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-14","Regulatory Compliance","Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled","Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-14(2)","Regulatory Compliance,Regulatory Compliance","Implement physical security for offices, working areas, and secure areas,Install an alarm system","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8,aa0ddd99-43eb-302d-3f8f-42b499182960"
"NIST_SP_800-53_R5_PE-15","Regulatory Compliance","Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled","Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-16","Regulatory Compliance,Regulatory Compliance","Define requirements for managing assets,Manage the transportation of assets","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","25a1f840-65d0-900a-43e4-bee253de04de,4ac81669-00e2-9790-8648-71bc11bc91eb"
"NIST_SP_800-53_R5_PE-17","Regulatory Compliance","Implement controls to secure alternate work sites","overr:Manual|Disabled","Manual","cd36eeec-67e7-205a-4b64-dbfe3b4e3e4e"
"NIST_SP_800-53_R5_PE-18","Regulatory Compliance","Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled","Manual","05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-2","Regulatory Compliance","Control physical access","overr:Manual|Disabled","Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7"
"NIST_SP_800-53_R5_PE-3","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Control physical access,Define a physical key management process,Establish and maintain an asset inventory,Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7,51e4b233-8ee3-8bdc-8f5f-f33bd0d229b7,27965e62-141f-8cca-426f-d09514ee5216,05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-4","Regulatory Compliance,Regulatory Compliance","Control physical access,Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7,05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PE-5","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Control physical access,Implement physical security for offices, working areas, and secure areas,Manage the input, output, processing, and storage of data","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7,05ec66a2-137c-14b8-8e75-3d7a2bef07f8,e603da3a-8af7-4f8a-94cb-1bcc0e0333d2"
"NIST_SP_800-53_R5_PE-6(1)","Regulatory Compliance,Regulatory Compliance","Install an alarm system,Manage a secure surveillance camera system","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","aa0ddd99-43eb-302d-3f8f-42b499182960,f2222056-062d-1060-6dc2-0107a68c34b2"
"NIST_SP_800-53_R5_PE-8","Regulatory Compliance,Regulatory Compliance","Control physical access,Implement physical security for offices, working areas, and secure areas","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7,05ec66a2-137c-14b8-8e75-3d7a2bef07f8"
"NIST_SP_800-53_R5_PL-1","Regulatory Compliance","Review and update planning policies and procedures","overr:Manual|Disabled","Manual","28aa060e-25c7-6121-05d8-a846f11433df"
"NIST_SP_800-53_R5_PL-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Develop and establish a system security plan,Develop information security policies and procedures,Develop SSP that meets criteria,Establish a privacy program,Establish security requirements for the manufacturing of connected devices,Implement security engineering principles of information systems","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual","b2ea1058-8998-3dd1-84f1-82132ad482fd,af227964-5b8b-22a2-9364-06d2cb9d6d7c,6b957f60-54cd-5752-44d5-ff5a64366c93,39eb03c1-97cc-11ab-0960-6209ed2869f7,afbecd30-37ee-a27b-8e09-6ac49951a0ee,df2e9507-169b-4114-3a52-877561ee3198"
"NIST_SP_800-53_R5_PL-4","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Develop acceptable use policies and procedures,Develop organization code of conduct policy,Document personnel acceptance of privacy requirements,Enforce rules of behavior and access agreements,Prohibit unfair practices,Review and sign revised rules of behavior,Update information security policies,Update rules of behavior and access agreements,Update rules of behavior and access agreements every 3 years","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual","42116f15-5665-a52a-87bb-b40e64c74b6c,d02498e0-8a6f-6b02-8332-19adf6711d1e,271a3e58-1b38-933d-74c9-a580006b80aa,509552f5-6528-3540-7959-fbeae4832533,5fe84a4c-1b0c-a738-2aba-ed49c9069d3b,6c0a312f-04c5-5c97-36a5-e56763a02b6b,5226dee6-3420-711b-4709-8e675ebd828f,6610f662-37e9-2f71-65be-502bdc2f554d,7ad83b58-2042-085d-08f0-13e946f26f89"
"NIST_SP_800-53_R5_PL-4(1)","Regulatory Compliance","Develop acceptable use policies and procedures","overr:Manual|Disabled","Manual","42116f15-5665-a52a-87bb-b40e64c74b6c"
"NIST_SP_800-53_R5_PL-8","Regulatory Compliance,Regulatory Compliance","Develop a concept of operations (CONOPS),Review and update the information security architecture","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","e7422f08-65b4-50e4-3779-d793156e0079,ced291b8-1d3d-7e27-40cf-829e9dd523c8"
"NIST_SP_800-53_R5_PS-1","Regulatory Compliance","Review and update personnel security policies and procedures","overr:Manual|Disabled","Manual","e5c5fc78-4aa5-3d6b-81bc-5fcc88b318e9"
"NIST_SP_800-53_R5_PS-2","Regulatory Compliance","Assign risk designations","overr:Manual|Disabled","Manual","b7897ddc-9716-2460-96f7-7757ad038cc4"
"NIST_SP_800-53_R5_PS-3","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Clear personnel with access to classified information,Implement personnel screening,Rescreen individuals at a defined frequency","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","c42f19c9-5d88-92da-0742-371a0ea03126,e0c480bf-0d68-a42d-4cbb-b60f851f8716,c6aeb800-0b19-944d-92dc-59b893722329"
"NIST_SP_800-53_R5_PS-3(3)","Regulatory Compliance","Protect special information","overr:Manual|Disabled","Manual","a315c657-4a00-8eba-15ac-44692ad24423"
"NIST_SP_800-53_R5_PS-4","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Conduct exit interview upon termination,Disable authenticators upon termination,Notify upon termination or transfer,Protect against and prevent data theft from departing employees,Retain terminated user data","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","496b407d-9b9e-81e8-4ba4-44bc686b016a,d9d48ffb-0d8c-0bd5-5f31-5a5826d19f10,c79d378a-2521-822a-0407-57454f8d2c74,80a97208-264e-79da-0cc7-4fca179a0c9c,7c7032fe-9ce6-9092-5890-87a1a3755db1"
"NIST_SP_800-53_R5_PS-4(2)","Regulatory Compliance","Automate notification of employee termination","overr:Manual|Disabled","Manual","729c8708-2bec-093c-8427-2e87d2cd426d"
"NIST_SP_800-53_R5_PS-5","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Initiate transfer or reassignment actions,Modify access authorizations upon personnel transfer,Notify upon termination or transfer,Reevaluate access upon personnel transfer","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","b8a9bb2f-7290-3259-85ce-dca7d521302d,979ed3b6-83f9-26bc-4b86-5b05464700bf,c79d378a-2521-822a-0407-57454f8d2c74,e89436d8-6a93-3b62-4444-1d2a42ad56b2"
"NIST_SP_800-53_R5_PS-6","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Document organizational access agreements,Enforce rules of behavior and access agreements,Ensure access agreements are signed or resigned timely,Require users to sign access agreement,Update organizational access agreements","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","c981fa70-2e58-8141-1457-e7f62ebc2ade,509552f5-6528-3540-7959-fbeae4832533,e7589f4e-1e8b-72c2-3692-1e14d7f3699f,3af53f59-979f-24a8-540f-d7cdbc366607,e21f91d1-2803-0282-5f2d-26ebc4b170ef"
"NIST_SP_800-53_R5_PS-7","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Document third-party personnel security requirements,Establish third-party personnel security requirements,Monitor third-party provider compliance,Require notification of third-party personnel transfer or termination,Require third-party providers to comply with personnel security policies and procedures","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","b320aa42-33b4-53af-87ce-100091d48918,3881168c-5d38-6f04-61cc-b5d87b2c4c58,f8ded0c6-a668-9371-6bb6-661d58787198,afd5d60a-48d2-8073-1ec2-6687e22f2ddd,e8c31e15-642d-600f-78ab-bad47a5787e6"
"NIST_SP_800-53_R5_PS-8","Regulatory Compliance,Regulatory Compliance","Implement formal sanctions process,Notify personnel upon sanctions","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","5decc032-95bd-2163-9549-a41aba83228e,6228396e-2ace-7ca5-3247-45767dbf52f4"
"NIST_SP_800-53_R5_RA-1","Regulatory Compliance","Review and update risk assessment policies and procedures","overr:Manual|Disabled","Manual","20012034-96f0-85c2-4a86-1ae1eb457802"
"NIST_SP_800-53_R5_RA-2","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Categorize information,Develop business classification schemes,Ensure security categorization is approved,Review label activity and analytics","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","93fa357f-2e38-22a9-5138-8cc5124e1923,11ba0508-58a8-44de-5f3a-9e05d80571da,6c79c3e5-5f7b-a48a-5c7b-8c158bc01115,e23444b9-9662-40f3-289e-6d25c02b48fa"
"NIST_SP_800-53_R5_RA-3","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Conduct Risk Assessment,Conduct risk assessment and distribute its results,Conduct risk assessment and document its results,Perform a risk assessment","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual","677e1da4-00c3-287a-563d-f4a1cf9b99a0,d7c1ecc3-2980-a079-1569-91aec8ac4a77,1dbd51c2-2bd1-5e26-75ba-ed075d8f0d68,8c5d3d8d-5cba-0def-257c-5ab9ea9644dc"
"NIST_SP_800-53_R5_RA-5","Regulatory Compliance,Regulatory Compliance,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,SQL,SQL,SQL,SQL,Synapse","Perform vulnerability scans,Remediate information system flaws,A vulnerability assessment solution should be enabled on your virtual machines,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Azure registry container images should have vulnerabilities resolved (powered by Qualys),Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,SQL databases should have vulnerability findings resolved,SQL servers on machines should have vulnerability findings resolved,Vulnerabilities in container security configurations should be remediated,Vulnerabilities in security configuration on your machines should be remediated,Vulnerabilities in security configuration on your virtual machine scale sets should be remediated,Azure Defender for SQL should be enabled for unprotected Azure SQL servers,Azure Defender for SQL should be enabled for unprotected SQL Managed Instances,Vulnerability assessment should be enabled on SQL Managed Instance,Vulnerability assessment should be enabled on your SQL servers,Vulnerability assessment should be enabled on your Synapse workspaces","overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","Manual,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f,be38a620-000b-21cf-3cb3-ea151b704c3b,501541f7-f7e7-4cd6-868c-4190fdad3ac9,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,5f0f936f-2f01-4bf5-b6be-d423792fa562,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,feedbf84-6b99-488c-acc2-71c829aa5ffc,6ba6d016-e7c3-4842-b8f2-4992ebc0d72d,e8cbc669-f12d-49eb-93e7-9273119e9933,e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,3c735d8a-a4ba-4a3a-b7cf-db7754cf57f4,abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9,abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9,1b7aa243-30e4-4c9e-bca8-d0d3022b634a,ef2a8f2a-b3d9-49cd-a8a8-9a3aaaf647d9,0049a6b3-a662-4f3e-8635-39cf44ace45a"
"NIST_SP_800-53_R5_RA-5(10)","Regulatory Compliance","Correlate Vulnerability scan information","overr:Manual|Disabled","Manual","e3905a3c-97e7-0b4f-15fb-465c0927536f"
"NIST_SP_800-53_R5_RA-5(2)","Regulatory Compliance,Regulatory Compliance","Perform vulnerability scans,Remediate information system flaws","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f,be38a620-000b-21cf-3cb3-ea151b704c3b"
"NIST_SP_800-53_R5_RA-5(3)","Regulatory Compliance,Regulatory Compliance","Perform vulnerability scans,Remediate information system flaws","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f,be38a620-000b-21cf-3cb3-ea151b704c3b"
"NIST_SP_800-53_R5_RA-5(4)","Regulatory Compliance","Take action in response to customer information","overr:Manual|Disabled","Manual","d25cbded-121e-0ed6-1857-dc698c9095b1"
"NIST_SP_800-53_R5_RA-5(5)","Regulatory Compliance","Implement privileged access for executing vulnerability scanning activities","overr:Manual|Disabled","Manual","5b802722-71dd-a13d-2e7e-231e09589efb"
"NIST_SP_800-53_R5_RA-5(6)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Observe and report security weaknesses,Perform a trend analysis on threats,Perform threat modeling,Perform vulnerability scans,Remediate information system flaws","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual,Manual,Manual","ff136354-1c92-76dc-2dab-80fb7c6a9f1a,50e81644-923d-33fc-6ebb-9733bc8d1a06,bf883b14-9c19-0f37-8825-5e39a8b66d5b,3c5e0e1a-216f-8f49-0a15-76ed0d8b8e1f,be38a620-000b-21cf-3cb3-ea151b704c3b"
